# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
151 0.703658666 0.685382876 -0.134424021 0.130556416 -1.782211194 9.665112062 21.796739366 151 The_Tree-100.jpg

152 0.690702691 0.672141683 -0.190754316 0.186462175 -1.598790350 9.690904531 21.551456009 152 The_Tree-101.jpg

153 0.686483674 0.668003611 -0.204557408 0.201662113 -1.417596916 9.709042327 21.571006131 153 The_Tree-102.jpg

154 0.673292720 0.655481699 -0.242220283 0.241557427 -1.801423707 9.751574687 21.162400825 154 The_Tree-103.jpg

155 0.598359528 0.592731146 -0.383604630 0.378791700 0.681789707 9.368585348 21.864615028 155 The_Tree-104.jpg

156 0.554186387 0.538940383 -0.447582198 0.449545201 0.834025976 9.818059345 22.187781918 156 The_Tree-105.jpg

157 0.587625130 0.573559752 -0.403575293 0.403550369 1.601911320 9.706987359 21.683344152 157 The_Tree-106.jpg

158 0.542640245 0.526996100 -0.461131916 0.463868549 1.118458505 9.872588911 22.246772092 158 The_Tree-107.jpg

159 0.702721652 0.682431454 0.137024883 -0.147288058 -1.434923088 9.604721519 21.762216822 159 The_Tree-108.jpg

160 0.051408702 0.146885642 0.916578668 -0.368327706 0.068813733 8.747904992 23.677852836 160 The_Tree-109.jpg

161 0.284051547 0.246195757 -0.616566265 0.691771934 0.792390352 6.412173076 14.151686996 161 The_Tree-11.jpg

162 0.014265753 0.053731296 0.926862520 -0.371261775 0.536068816 8.784085771 23.559685664 162 The_Tree-110.jpg

163 -0.000528134 0.016766713 0.928303925 -0.371443700 0.404899184 8.652782964 23.647035510 163 The_Tree-111.jpg

164 -0.016631084 -0.023624417 0.928216367 -0.370917337 0.550080561 8.659980844 23.608388013 164 The_Tree-112.jpg

165 -0.036772389 -0.073467790 0.925619074 -0.369431461 0.930262621 8.708792099 23.503139327 165 The_Tree-113.jpg

166 -0.043778723 -0.090745938 0.924096966 -0.368637214 0.273470491 8.728096729 23.435836831 166 The_Tree-114.jpg

167 -0.067897794 -0.151160878 0.916166031 -0.364938464 0.392224029 8.706724674 23.420735646 167 The_Tree-115.jpg

168 -0.087006046 -0.199116197 0.906944369 -0.360880311 0.413088228 8.692819970 23.413095056 168 The_Tree-116.jpg

169 0.291482211 0.875887445 0.362441328 -0.128435151 0.370827321 8.213334703 22.969508642 169 The_Tree-117.jpg

170 0.299431308 0.898956940 0.300803406 -0.108326461 0.248021409 8.344457868 22.844764899 170 The_Tree-118.jpg

